customer_id,full_name,account_age_days,kyc_status,pep_status,declared_monthly_income,device_id_count,unique_counterparties_30d,shared_ip_count,historical_avg_tx_amount,session_velocity_seconds,recent_failed_logins,risk_tier
CUST_37,Cassandra Gaines,475,Verified,False,906.25,2,8,1,182.31,78,0,Low
CUST_38,Elizabeth Fowler,1083,Verified,False,1636.8,1,7,1,301.69,78,1,Low
CUST_39,Brittany Farmer,2559,Verified,False,1671.34,1,9,20,163.84,78,0,High (Network Risk)
CUST_40,Paula Moreno,2048,Verified,False,16325.86,1,23,5,106.83,78,0,High (Network Risk)
CUST_41,Fred Smith,3548,Verified,False,7986.88,2,7,1,501.5,78,0,Low
CUST_42,Sherry Decker,2748,Verified,False,10038.78,1,11,1,125.47,78,0,Low
CUST_43,Anthony Humphrey,976,Verified,False,1467.11,1,0,1,434.93,78,0,Low
CUST_44,Angelica Tucker,1807,Verified,False,834.26,1,4,5,96.53,78,0,High (Network Risk)
CUST_45,Philip Cannon,190,Verified,False,5288.96,1,11,2,73.72,78,0,Low
CUST_46,John Pierce,3006,Verified,False,1881.43,1,4,1,57.01,78,0,Low
CUST_47,Shane Henderson,2735,Pending,False,3990.16,2,3,1,24.01,78,0,Low
CUST_48,Joshua Blair,3006,Verified,False,4502.86,1,41,1,268.5,78,0,High (Network Risk)
CUST_49,Eric Carney,563,Verified,False,2007.99,1,13,1,213.87,78,1,Low
CUST_50,Jessica Holmes,1900,Verified,False,8136.46,1,4,2,13.77,78,0,Low
CUST_51,Danny Morgan,3639,Verified,False,692.01,2,18,1,8.62,78,0,Low
CUST_52,Crystal Robinson,1268,Verified,False,3325.57,2,5,1,233.01,78,0,Low
CUST_53,Mark Perez,2880,Verified,False,5875.17,1,2,1,42.87,78,0,Low
CUST_54,Shannon Jones,1529,Verified,False,16354.63,2,4,1,61.34,78,0,Low
CUST_55,Michael Lewis,3203,Verified,False,3411.18,10,3,1,108.93,78,0,Low
CUST_56,Timothy Duncan,3557,Verified,False,10482.15,2,4,1,64.9,78,0,Low
CUST_57,Richard Aguirre,647,Verified,False,9815.91,1,3,1,87.51,78,0,Low
CUST_58,Brent Jordan,2069,Verified,False,30847.21,1,7,2,718.81,78,0,Low
CUST_59,John Daniel,2889,Verified,False,4120.52,1,12,1,81.37,78,0,Low
CUST_60,Victoria Garcia,2215,Verified,False,23203.99,2,6,2,13.2,78,0,Low
CUST_61,Gerald Hensley,1298,Verified,False,6701.36,1,6,1,91.1,78,0,Low
CUST_62,Connor West,2436,Pending,False,642.82,1,10,1,212.73,2,0,Low
CUST_63,Donald Wright,601,Verified,False,3067.86,1,6,1,987.93,78,1,Low
CUST_64,Jessica Callahan,2364,Verified,False,1192.07,1,11,1,342.06,78,0,Low
CUST_65,Amber Kidd,2062,Verified,False,13770.13,1,6,5,12.4,78,0,High (Network Risk)
CUST_66,Tracy House,242,Verified,False,3528.32,2,15,1,1820.13,78,0,Low
CUST_67,Carol Tucker,2042,Verified,False,796.67,1,6,1,126.51,78,0,Low
CUST_68,James Brown,2825,Verified,False,7206.74,3,3,5,199.0,78,0,High (Network Risk)
CUST_69,William Baker,3418,Verified,False,11176.29,1,14,1,143.6,78,0,Low
CUST_70,Jordan Henderson,2613,Verified,False,1991.86,3,24,1,264.69,78,0,Low
CUST_71,Whitney Peters,2946,Verified,False,1906.38,1,3,1,14.9,78,0,Low
CUST_72,Brittney Phillips,1364,Verified,False,3647.03,2,13,1,760.53,78,1,Low
CUST_73,Lauren Daniels,2140,Verified,False,487.51,2,3,2,34.17,78,1,Low
CUST_74,Amy Silva,1391,Pending,False,6061.54,1,1,1,158.33,78,0,Low
CUST_75,Sarah Moore,3004,Verified,False,16176.45,2,14,1,667.96,78,0,Low
CUST_76,Angela Lopez,1479,Verified,False,1555.12,2,10,1,113.74,78,0,Low
CUST_77,Megan Young,3500,Verified,False,18827.22,2,8,1,98.67,78,0,Low
CUST_78,Steve Sanchez,2557,Verified,False,8061.26,1,7,5,88.55,78,0,High (Network Risk)
CUST_79,Lisa Barnes,776,Verified,False,2759.98,1,15,1,29.37,78,0,Low
CUST_80,Kelly Donovan,35,Verified,False,5624.21,1,4,1,238.3,78,0,Low
CUST_81,Mike Allen,2254,Pending,False,14730.69,1,24,1,236.38,78,0,Low
CUST_82,Michael Evans,3153,Verified,False,3435.16,1,12,1,817.76,78,0,Low
CUST_83,Paul Jones,1956,Verified,False,4414.15,3,2,5,42.86,78,0,High (Network Risk)
CUST_84,Zachary Ferrell,1586,Verified,False,1745.02,1,3,2,28.85,78,0,Low
CUST_85,Daniel Baker,3460,Verified,False,2644.2,2,3,1,412.55,78,5,Low
CUST_86,Shirley Suarez,3074,Pending,False,6007.72,1,11,1,541.6,78,0,Low
CUST_87,Christopher Bass,1022,Verified,False,2489.03,2,9,1,24.96,78,0,Low
CUST_88,Lisa Archer,3462,Pending,False,1801.84,1,4,1,3117.52,78,0,Low
CUST_89,Aimee Montoya,2614,Verified,False,9423.73,2,7,1,426.57,78,0,Low
CUST_90,Matthew Mcmillan,1130,Verified,False,4829.53,1,16,1,363.04,78,0,Low
CUST_91,Brian Rodriguez,1501,Verified,False,1844.36,3,14,1,173.1,78,0,Low
CUST_92,Denise Jacobs,703,Verified,False,17202.38,1,7,1,604.5,78,0,Low
CUST_93,Christina Walters,2450,Verified,False,24676.75,1,13,1,2986.83,78,0,Low
CUST_94,John Whitehead,2778,Pending,False,8222.26,1,27,1,14.54,78,0,Low
CUST_95,Anna Henderson,1580,Verified,False,902.66,1,12,2,33.03,78,0,Low
CUST_96,Aaron Wise,162,Verified,False,4478.46,1,2,1,36.66,78,0,Low
CUST_97,Deborah Figueroa,202,Verified,False,5370.2,1,7,1,62.17,78,0,Low
CUST_98,Jessica Smith,1982,Verified,False,610.96,1,10,1,33.76,78,0,Low
CUST_99,Stephen Mckee,996,Verified,False,9818.95,2,18,1,298.29,78,0,Low
CUST_100,Sandra Aguilar,2318,Verified,False,3674.45,1,5,1,91.18,78,0,Low
CUST_101,Cameron Parker,816,Pending,False,9159.75,2,16,1,88.1,78,1,Low
CUST_102,Rebecca Valencia,3343,Verified,False,2196.16,1,5,1,147.45,78,0,Low
CUST_103,Christine Wright,456,Verified,False,4837.83,2,4,1,179.99,78,1,Low
CUST_104,Richard Henson,3534,Verified,False,5074.13,1,2,1,3243.12,78,0,Low
CUST_105,Marc Moore,1276,Verified,False,3599.64,1,3,2,370.26,78,0,Low
CUST_106,Sharon Cherry,1017,Verified,False,4872.6,1,8,2,118.03,78,0,Low
CUST_107,Sierra Johnson,2344,Verified,False,2599.03,1,7,5,769.91,78,0,High (Network Risk)
CUST_108,Evelyn Galvan,2768,Verified,False,913.21,2,4,1,174.54,2,0,Low
CUST_109,Sharon Cochran,338,Verified,False,386.96,2,7,1,34.6,78,0,Low
CUST_110,Richard Rodriguez,879,Verified,False,1607.85,2,14,2,163.18,78,0,Low
CUST_111,Shannon Walker,1077,Verified,False,6573.58,2,40,1,350.15,78,0,High (Network Risk)
CUST_112,Julia Torres,792,Verified,False,1054.85,10,6,1,340.3,78,0,Low
CUST_113,Crystal Johnson,2265,Verified,False,8611.08,2,28,1,112.97,78,0,Low
CUST_114,Garrett Lin,764,Verified,False,11982.3,2,7,1,21.87,78,0,Low
CUST_115,Diana May,2236,Verified,False,4782.5,1,4,1,149.55,2,0,Low
CUST_116,William Herrera,380,Verified,False,2525.12,1,24,1,51.21,78,0,Low
CUST_117,Ashley Waller,493,Verified,False,8305.79,1,4,1,1007.82,78,0,Low
CUST_118,Victor Baker,3113,Verified,False,9480.74,1,6,1,536.6,78,0,Low
CUST_119,Jeffrey Chandler,1181,Verified,False,2380.09,1,5,2,77.66,78,0,Low
CUST_120,Larry Dixon,2063,Verified,False,3244.81,1,76,1,10.78,78,0,High (Network Risk)
CUST_121,Kenneth Scott,65,Verified,False,1321.48,1,4,1,27.37,78,0,Low
CUST_122,April Frost,2569,Verified,False,3968.73,1,3,1,323.54,78,0,Low
CUST_123,Michelle Harmon,1368,Pending,False,377.3,1,23,2,14.53,78,1,Low
CUST_124,Helen Jones,1153,Verified,False,2224.89,1,5,2,45.91,78,0,Low
CUST_125,Erin Edwards,2028,Verified,False,1270.0,1,2,2,1104.5,78,0,Low
CUST_126,Michelle Evans,2696,Pending,False,2729.62,3,16,1,559.16,78,0,Low
CUST_127,Jason Powell,1496,Verified,False,1345.87,1,3,1,33.04,78,0,Low
CUST_128,Cameron Fisher,3135,Verified,False,440.06,1,5,1,496.78,78,0,Low
CUST_129,Megan Orr,1163,Pending,False,1550.15,2,13,1,180.0,78,0,Low
CUST_130,Elizabeth Kelley,1523,Pending,False,1852.57,1,9,2,41.19,78,0,Low
CUST_131,Dustin Jordan,2641,Verified,False,8649.27,1,4,1,8.52,78,1,Low
CUST_132,Mary Marshall,392,Verified,False,1570.15,2,6,1,138.47,78,0,Low
CUST_133,Daniel Kennedy,1699,Verified,False,1277.26,1,3,1,202.08,78,0,Low
CUST_134,Rebecca Jackson,419,Verified,False,905.16,2,18,2,791.45,78,0,Low
CUST_135,Jose Schultz,2337,Pending,False,9344.56,2,9,1,413.08,78,0,Low
CUST_136,Robert Potter,379,Verified,False,2385.07,1,1,2,20.04,78,0,Low
CUST_137,Courtney Gonzalez,1797,Verified,False,3914.05,2,1,2,165.06,78,0,Low
CUST_138,David Alvarez,3562,Verified,False,636.65,1,11,1,20387.13,78,0,Low
CUST_139,Angel Perry,2279,Verified,False,515.51,1,7,1,4.64,78,0,Low
CUST_140,Cheyenne Horton,3066,Verified,False,1209.7,2,14,1,78.94,78,0,Low
CUST_141,David Douglas Jr.,2089,Verified,False,15111.69,2,2,1,316.76,78,0,Low
CUST_142,Patricia Rodriguez,3100,Verified,False,1000.84,1,7,1,171.75,78,1,Low
CUST_143,Christopher Rubio,2183,Verified,False,1593.81,1,11,1,152.75,78,0,Low
CUST_144,Amber Wright,201,Verified,False,3019.7,1,2,1,438.95,78,0,Low
CUST_145,Joyce Solis,1864,Verified,False,1595.34,1,3,5,117.4,78,0,High (Network Risk)
CUST_146,Victoria Larson,780,Verified,False,4810.06,1,5,1,344.24,78,0,Low
CUST_147,Stephanie Salazar,2978,Verified,False,1298.44,1,40,1,129.46,78,0,High (Network Risk)
CUST_148,Kathy Rivas,3105,Verified,False,991.27,1,5,1,44.47,78,1,Low
CUST_149,Stephanie Manning,3120,Pending,False,45153.65,2,12,1,156.57,78,0,Low
CUST_150,David Wright,503,Verified,False,1168.22,1,15,2,130.66,78,0,Low
CUST_151,Pamela Boyd,2455,Verified,False,6602.23,2,5,1,7.87,78,1,Low
CUST_152,Denise Jones,3646,Verified,False,1161.84,1,8,2,126.52,78,0,Low
CUST_153,Devon Flores,1752,Pending,False,638.46,1,1,1,1083.92,78,5,Low
CUST_154,Brenda Hall,805,Verified,False,2723.69,1,34,1,43.43,78,0,High (Network Risk)
CUST_155,Michelle Brown,2147,Verified,False,779.85,1,7,1,208.14,78,0,Low
CUST_156,Joshua Perry,2732,Verified,False,2011.94,1,6,1,27.32,78,0,Low
CUST_157,Jason Stein,1896,Verified,False,1345.01,1,2,1,145.16,78,0,Low
CUST_158,Melissa Gates,2774,Pending,False,10423.84,2,4,5,2057.43,78,0,High (Network Risk)
CUST_159,Jamie Smith,1571,Verified,False,637.82,1,52,1,1417.27,78,0,High (Network Risk)
CUST_160,Paul Castaneda,961,Verified,False,5859.89,1,6,1,113.87,78,0,Low
CUST_161,Jennifer Adkins,2661,Verified,False,3964.39,1,4,2,1758.0,78,1,Low
CUST_162,Lindsey Walker,1486,Verified,False,2370.64,1,4,2,34.92,78,5,Low
CUST_163,Jeffrey Johnson,2691,Verified,False,1396.67,2,0,1,58.33,78,0,Low
CUST_164,Michael Powell,1029,Verified,False,3541.4,1,7,1,156.75,78,0,Low
CUST_165,John Anderson,3290,Pending,False,3734.19,1,10,1,311.95,78,0,Low
CUST_166,Alyssa Long,503,Verified,False,4419.35,1,3,1,65.12,78,5,Low
CUST_167,Alyssa Day,2815,Verified,False,2277.57,1,9,1,181.32,78,0,Low
CUST_168,Joel Williams,398,Verified,False,948.59,2,9,1,219.17,78,0,Low
CUST_169,Daniel Murphy,871,Verified,False,7175.76,1,0,1,79.19,78,5,Low
CUST_170,Jamie Walton,2843,Verified,False,2970.71,2,8,1,33.03,78,0,Low
CUST_171,Darlene Miller,393,Verified,False,1615.05,1,11,1,1329.53,78,0,Low
CUST_172,Joshua Cooke,207,Verified,False,1094.88,2,3,1,525.07,78,0,Low
CUST_173,Matthew Harrington,1039,Verified,False,7498.57,1,13,1,81.25,78,0,Low
CUST_174,Nicole Herring,1882,Verified,False,11900.77,2,2,1,161.58,78,0,Low
CUST_175,Alex Hernandez,3626,Verified,False,5299.35,3,8,1,169.49,78,0,Low
CUST_176,Michael Elliott,2940,Verified,False,5667.19,2,8,2,23.1,78,0,Low
CUST_177,Michael Wang,1485,Verified,False,9627.55,2,16,1,52.71,78,0,Low
CUST_178,Lawrence Adkins,3647,Verified,False,2075.88,1,11,2,47.2,78,0,Low
CUST_179,Robert Oconnell,864,Verified,False,25187.45,2,5,1,3228.34,78,0,Low
CUST_180,Alexander Collins,2791,Verified,False,1033.22,1,62,1,2396.69,2,0,High (Network Risk)
CUST_181,Tina Sanders,3313,Verified,False,2337.03,1,23,1,821.48,78,0,Low
CUST_182,Angela Vaughn,564,Verified,False,1378.07,1,3,1,53.81,78,0,Low
CUST_183,Ashley Barton,1021,Verified,False,3176.67,1,5,1,1361.21,78,0,Low
CUST_184,Lindsay Martinez,96,Pending,False,16829.9,1,6,1,130.15,78,0,Low
CUST_185,Dr. Hannah Patterson,1924,Verified,False,2348.65,2,2,1,192.38,78,0,Low
CUST_186,Jonathan Peterson,1758,Pending,False,4544.1,1,3,1,43.37,78,0,Low
CUST_187,Samantha Garcia,2533,Verified,True,162.69,2,12,1,149.09,78,0,Medium (Compliance)
CUST_188,Madison Poole,3479,Verified,False,4571.93,1,7,1,127.27,78,0,Low
CUST_189,Jessica Gross,2279,Verified,False,8090.71,1,2,1,244.72,78,0,Low
CUST_190,Debra Morton,2797,Verified,False,3370.92,2,6,1,9.12,78,0,Low
CUST_191,Karen Graham,1679,Pending,False,1026.28,1,3,1,56.54,2,0,Low
CUST_192,Debra Christian,3243,Verified,False,897.43,2,4,1,22.82,78,0,Low
CUST_193,Angelica Keith,541,Verified,False,1712.08,2,72,5,292.43,78,0,High (Network Risk)
CUST_194,John Bishop,1060,Verified,False,889.95,1,8,1,1171.94,78,0,Low
CUST_195,Allen Rosales,2573,Verified,False,14414.58,2,13,2,78.63,2,0,Low
CUST_196,Daniel Salinas,1184,Verified,False,4757.61,2,16,1,133.83,78,0,Low
CUST_197,Spencer Haynes,1723,Verified,False,12640.76,1,8,1,23.19,78,1,Low
CUST_198,Adam Vaughan,3315,Verified,False,2232.55,2,8,1,119.99,78,1,Low
CUST_199,Nathan Freeman,3158,Verified,False,1387.82,1,12,1,93.92,78,0,Low
CUST_200,Melissa Brewer,1820,Verified,False,1475.97,2,7,1,60.99,78,0,Low
CUST_201,Ricky Davis II,2626,Verified,False,1877.69,1,9,1,8439.68,78,0,Low
CUST_202,Elizabeth Perkins,2730,Verified,False,1818.29,1,6,1,46.96,78,0,Low
CUST_203,Joseph Coleman,2605,Verified,False,10115.17,1,5,5,66.72,78,0,High (Network Risk)
CUST_204,Erin Warner,1598,Verified,False,7432.71,1,1,1,45.0,78,0,Low
CUST_205,David Martinez,3061,Verified,False,3908.38,2,3,1,76.66,78,0,Low
CUST_206,Bryan Herrera,2694,Verified,False,566.95,1,5,1,53.67,78,1,Low
CUST_207,Cathy Robinson,796,Verified,False,4004.03,1,6,2,574.72,78,0,Low
CUST_208,Dr. William Warren,1052,Verified,False,2184.63,1,19,2,354.64,78,0,Low
CUST_209,Brian Lee,1644,Verified,False,12163.99,1,9,1,47.29,78,0,Low
CUST_210,Christopher Smith,3628,Verified,False,7298.56,1,9,1,18.05,78,0,Low
CUST_211,Denise Mccann,1364,Verified,False,3436.34,1,2,1,639.33,78,1,Low
CUST_212,Melissa Martinez,1982,Verified,False,365.88,1,6,1,13.13,78,5,Low
CUST_213,Katherine Salas,1355,Verified,False,2601.66,2,3,5,336.16,78,0,High (Network Risk)
CUST_214,Julie Alexander,1664,Pending,False,1551.06,2,30,1,215.15,78,0,Low
CUST_215,Anthony Everett,1530,Verified,False,4470.88,1,3,1,39.11,78,0,Low
CUST_216,Rodney Morales,2039,Verified,False,951.35,2,10,2,8.79,78,0,Low
CUST_217,Mark Brown,3420,Verified,False,3875.16,2,65,2,514.58,78,0,High (Network Risk)
CUST_218,Justin Torres,1497,Verified,False,324.35,1,10,1,171.37,78,1,Low
CUST_219,Bailey Duran DDS,3303,Verified,False,745.75,2,0,1,9.91,78,0,Low
CUST_220,Courtney Mills,2238,Verified,False,1236.63,1,17,1,32.75,78,0,Low
CUST_221,Jeremy Dalton,3297,Verified,False,1726.44,1,6,1,61.6,78,1,Low
CUST_222,Elizabeth Oliver DDS,1409,Verified,False,4398.05,2,2,1,6138.25,78,0,Low
CUST_223,Theresa Clark,1401,Pending,False,569.61,1,8,2,8644.05,78,0,Low
CUST_224,Matthew Moore,1307,Verified,False,1569.99,1,12,1,97.79,78,0,Low
CUST_225,Benjamin Smith,2681,Verified,False,1610.44,1,2,1,30.95,78,0,Low
CUST_226,Kirk Carter,2676,Verified,False,5931.3,2,10,1,31.3,78,0,Low
CUST_227,Michael Warner,973,Verified,False,2460.88,1,9,1,282.3,78,0,Low
CUST_228,Michael Bradshaw,1769,Verified,False,1133.0,1,21,1,714.9,78,0,Low
CUST_229,Lori Guerrero,1283,Verified,False,1013.51,1,7,1,26.74,78,0,Low
CUST_230,Jessica Stephens,3431,Verified,False,1715.09,1,10,1,324.5,78,0,Low
CUST_231,Susan Serrano,710,Verified,False,573.4,3,2,1,428.86,78,0,Low
CUST_232,Christopher Parker,1480,Verified,False,15151.81,1,10,1,556.91,78,1,Low
CUST_233,Laura Roberts,1435,Pending,False,2967.99,1,9,1,121.08,78,0,Low
CUST_234,Michael Lyons,649,Verified,False,1195.66,1,5,1,18.29,78,0,Low
CUST_235,Kathryn Snyder,318,Verified,False,1038.5,1,11,1,67.13,78,0,Low
CUST_236,Andrew Reynolds,3297,Verified,False,891.3,10,16,1,221.55,78,0,Low
CUST_237,David Davis,1258,Verified,False,4320.72,1,4,1,164.77,78,0,Low
CUST_238,Sara Johnston,684,Verified,False,570.56,1,5,2,363.26,78,0,Low
CUST_239,Yvonne Chambers,664,Verified,False,2494.91,1,44,2,862.92,78,0,High (Network Risk)
CUST_240,Andrew Avila,1999,Verified,False,5290.27,2,1,1,302.26,78,0,Low
CUST_241,Matthew Moon,3446,Verified,False,1659.12,1,18,1,44.54,78,0,Low
CUST_242,Kevin Walters,1632,Verified,False,1083.69,1,53,1,592.47,78,0,High (Network Risk)
CUST_243,Brandon Bailey MD,1496,Pending,False,6889.12,1,2,1,107.37,78,0,Low
CUST_244,Shannon Rivera,3305,Verified,False,961.09,1,25,1,98.95,78,0,Low
CUST_245,Donna Landry,1137,Verified,False,2258.17,1,14,2,42.36,78,0,Low
CUST_246,Krista Gibson,1854,Verified,True,3344.99,1,16,20,36.15,2,0,High (Network Risk)
CUST_247,Frank Cordova,1521,Verified,False,1629.24,1,9,1,281.28,78,0,Low
CUST_248,Jose Travis,2490,Verified,False,899.3,10,4,1,701.63,78,0,Low
CUST_249,Kimberly Gutierrez,564,Verified,False,1705.29,1,3,1,101.39,78,0,Low
CUST_250,Isaiah Avila,1292,Verified,False,4189.45,1,5,1,5953.49,78,0,Low
CUST_251,Olivia Harris,3582,Verified,False,1438.63,1,18,1,295.28,78,0,Low
CUST_252,Tanya Kim,3458,Verified,False,4698.33,1,26,1,79.46,78,0,Low
CUST_253,Barbara Dudley,3459,Verified,False,2309.47,2,28,1,16.44,78,0,Low
CUST_254,Cynthia Moore,3185,Verified,False,1627.73,1,5,2,269.28,78,0,Low
CUST_255,Kristen Davis,1637,Pending,False,1443.15,2,3,1,350.77,78,0,Low
CUST_256,Susan Murray MD,3000,Verified,False,3759.59,1,7,1,491.74,78,0,Low
CUST_257,Kathleen Moran,3153,Verified,False,9199.89,3,33,2,87.61,78,0,High (Network Risk)
CUST_258,Denise Davenport,699,Verified,False,3367.23,1,7,1,22.9,78,0,Low
CUST_259,Mrs. Kristen Reyes,2161,Pending,False,1135.97,2,5,1,48.21,78,0,Low
CUST_260,Katie Suarez,2,Verified,False,8894.35,1,26,1,111.7,78,0,Low
CUST_261,Desiree Tyler,642,Verified,False,1229.99,1,2,1,83.09,78,0,Low
CUST_262,Timothy Romero,2268,Verified,False,16796.4,3,4,1,46.03,78,0,Low
CUST_263,Diane Evans,1590,Verified,False,2538.03,2,2,2,191.87,78,1,Low
CUST_264,Yvonne Burns,855,Verified,False,1238.41,1,23,1,499.15,78,0,Low
CUST_265,Joshua Reed,1760,Pending,False,5212.18,2,11,1,354.9,78,1,Low
CUST_266,Kimberly Gibson,3297,Verified,False,2183.24,2,16,5,150.96,78,0,High (Network Risk)
CUST_267,Colin Terry,2433,Verified,False,4641.78,1,3,2,89.96,78,0,Low
CUST_268,Cynthia Rowe,3475,Pending,False,3268.23,2,21,2,62.05,78,0,Low
CUST_269,Patrick Thornton,1662,Verified,False,750.56,1,0,5,209.34,78,0,High (Network Risk)
CUST_270,Jasmin Alvarado,1154,Verified,False,2779.22,2,2,1,166.75,78,0,Low
CUST_271,Veronica Simpson,1077,Pending,False,4921.7,1,8,1,125.62,78,0,Low
CUST_272,Jonathan Lawrence,1708,Verified,False,3335.95,2,15,1,537.99,78,0,Low
CUST_273,Shelly Alexander,2778,Verified,False,10465.51,1,4,1,464.72,78,0,Low
CUST_274,Joyce Bowen,1696,Verified,False,4071.95,2,1,1,191.66,78,0,Low
CUST_275,Matthew Moore,1734,Verified,False,2340.44,1,3,1,81.15,78,0,Low
CUST_276,Wayne Morgan,1440,Verified,False,3678.48,2,3,1,18.11,78,0,Low
CUST_277,Marie Christian,2295,Verified,False,1821.76,2,69,1,69.31,78,0,High (Network Risk)
CUST_278,Shannon James,836,Verified,False,4274.81,1,12,1,44.84,78,0,Low
CUST_279,Nathan Malone,3511,Verified,False,4268.93,1,3,1,108.91,78,0,Low
CUST_280,Amanda Jones,203,Verified,False,863.71,1,2,1,87.33,78,1,Low
CUST_281,Tammie Bright,3256,Verified,False,6454.91,1,3,5,44.32,78,0,High (Network Risk)
CUST_282,Jessica Garcia,123,Verified,True,27818.85,1,8,1,312.12,78,0,Medium (Compliance)
CUST_283,Shelia Wallace,401,Pending,False,5146.12,2,5,1,10.0,78,0,Low
CUST_284,Stephanie Williams,767,Verified,False,391.49,2,41,1,109.65,78,0,High (Network Risk)
CUST_285,Elaine Brooks,294,Verified,False,1945.38,2,4,1,51.15,78,0,Low
CUST_286,Joseph Knight,2328,Verified,False,829.31,1,12,1,1154.72,78,0,Low
CUST_287,Carolyn Miller,2932,Verified,False,2226.54,1,4,1,136.39,78,0,Low
CUST_288,Lisa Allen,198,Verified,False,5919.13,1,14,1,85.99,78,0,Low
CUST_289,Briana Murray,3030,Pending,False,1453.49,2,5,1,82.79,78,1,Low
CUST_290,David Smith,1931,Verified,False,19627.83,1,17,1,862.55,78,0,Low
CUST_291,Stephanie Byrd,3583,Verified,False,167.21,1,10,1,407.71,78,0,Low
CUST_292,Jeremy Reed,2800,Verified,False,2325.97,1,31,1,27.67,78,0,High (Network Risk)
CUST_293,Margaret Coleman,2192,Verified,False,4355.81,1,8,1,44.1,78,0,Low
CUST_294,Ryan Gonzalez,609,Verified,False,880.56,1,11,1,17.28,78,0,Low
CUST_295,John Young,3273,Verified,False,1004.42,2,2,1,146.22,78,0,Low
CUST_296,Laura Haney,1148,Verified,False,6350.49,2,2,1,34.13,78,0,Low
CUST_297,William Barrett,187,Verified,False,20504.48,1,12,2,44.28,2,0,Low
CUST_298,Keith Jennings,3398,Verified,False,23064.1,1,6,1,587.33,78,0,Low
CUST_299,Amber Obrien,2512,Verified,False,2107.83,1,13,1,44.16,78,0,Low
CUST_300,Tanner Mitchell DDS,3421,Verified,False,11514.15,1,4,1,47.99,78,0,Low
