customer_id,full_name,account_age_days,kyc_status,pep_status,declared_monthly_income,device_id_count,unique_counterparties_30d,shared_ip_count,historical_avg_tx_amount,session_velocity_seconds,recent_failed_logins,risk_tier
C1837,Christopher Bass,1070,Verified,False,1695.98,2,16,1,89.12,113,0,Low
C4386,Lisa Archer,1132,Verified,False,999.63,2,36,1,747.27,31,0,High (Network Risk)
C4863,Aimee Montoya,3463,Verified,False,3170.16,2,5,2,116.97,81,0,Low
C1966,Matthew Mcmillan,2373,Verified,False,6650.92,1,32,1,123.17,65,0,High (Network Risk)
C5060,Brian Rodriguez,50,Verified,False,20425.91,10,40,1,24.23,56,10,High (Network Risk)
C5192,Denise Jacobs,933,Verified,False,4777.46,1,6,1,72.56,102,10,Low
C640,Christina Walters,1166,Verified,False,10979.06,2,28,2,1017.7,77,0,Low
C5533,John Whitehead,2909,Failed,False,3360.5,1,3,1,57.04,49,0,Medium (Compliance)
C2051,Anna Henderson,215,Verified,False,5934.92,1,15,2,2548.73,109,0,Low
C1555,Aaron Wise,3250,Verified,False,1697.01,1,5,1,116.07,60,1,Low
C1740,Deborah Figueroa,1340,Pending,False,3821.11,2,4,2,1122.98,90,0,Low
C5392,Jessica Smith,1273,Failed,False,1066.18,1,4,5,150.73,42,0,High (Network Risk)
C5463,Stephen Mckee,3453,Verified,False,8688.06,2,1,1,4.62,37,0,Low
C58,Sandra Aguilar,514,Pending,False,24497.74,2,20,1,49.92,83,0,Low
C4919,Cameron Parker,1101,Verified,False,3466.17,1,8,1,50.25,35,0,Low
C1221,Rebecca Valencia,2002,Pending,False,1913.72,1,6,1,52.74,115,0,Low
C1550,Christine Wright,1114,Verified,False,142643.21,2,4,1,22.58,43,0,Low
C5337,Richard Henson,2192,Verified,False,9394.57,1,55,1,33.76,75,0,High (Network Risk)
C5205,Marc Moore,1070,Verified,False,13435.63,1,39,20,370.47,80,10,High (Network Risk)
C4947,Sharon Cherry,726,Verified,False,4435.7,1,5,5,7635.25,106,0,High (Network Risk)
C56,Sierra Johnson,3015,Pending,False,1069.01,1,15,2,201.61,45,0,Low
C842,Evelyn Galvan,3163,Verified,False,2416.22,2,9,1,87.87,113,0,Low
C2896,Sharon Cochran,2151,Verified,False,3245.42,1,6,1,3.64,52,1,Low
C3397,Richard Rodriguez,2715,Verified,False,2882.77,1,15,5,2891.05,116,0,High (Network Risk)
C3379,Shannon Walker,1522,Verified,False,998.32,1,4,1,733.86,77,0,Low
C4494,Julia Torres,2607,Verified,False,2903.2,1,2,1,74.8,54,0,Low
C1263,Crystal Johnson,1340,Verified,False,937.34,1,7,1,236.41,3,0,Low
C4987,Garrett Lin,1231,Verified,False,779.39,1,7,1,73.09,98,0,Low
C941,Diana May,2493,Verified,False,1357.35,10,6,1,25.42,104,0,Low
C1346,William Herrera,2498,Pending,False,2218.55,1,19,1,81.82,55,0,Low
C1874,Ashley Waller,3585,Verified,False,2370.57,1,11,1,537.72,69,0,Low
C5425,Victor Baker,208,Verified,False,2588.91,3,6,1,256.62,75,5,Low
C1534,Jeffrey Chandler,1643,Verified,False,17976.87,1,7,1,107.1,100,1,Low
C1974,Larry Dixon,1229,Verified,False,2595.95,1,7,2,394.46,92,0,Low
C1726,Kenneth Scott,821,Verified,False,464.41,2,11,1,91.51,37,0,Low
C3847,April Frost,1229,Verified,False,2070.93,2,7,1,958.41,34,0,Low
C5357,Michelle Harmon,1450,Verified,False,2237.3,1,6,20,30.76,78,0,High (Network Risk)
C809,Helen Jones,2926,Verified,False,296.84,1,2,20,86.5,102,0,High (Network Risk)
C2719,Erin Edwards,656,Verified,False,2806.39,1,4,1,488.33,68,1,Low
C3982,Michelle Evans,2987,Verified,False,1622.54,1,9,1,436.48,54,0,Low
C2904,Jason Powell,2414,Pending,False,2553.14,1,8,5,53.99,113,0,High (Network Risk)
C3766,Cameron Fisher,3606,Verified,False,3463.26,1,2,5,39.97,53,0,High (Network Risk)
C2559,Megan Orr,80,Verified,False,2387.63,2,4,1,320.22,94,1,Low
C4604,Elizabeth Kelley,3163,Verified,False,2430.26,1,3,1,1273.89,42,5,Low
C2874,Dustin Jordan,1608,Verified,False,1619.63,2,22,1,573.97,92,1,Low
C817,Mary Marshall,464,Verified,False,4758.96,1,9,2,25.2,71,0,Low
C3745,Daniel Kennedy,107,Verified,False,1810.97,1,10,1,54.07,111,0,Low
C4796,Rebecca Jackson,326,Verified,False,5113.7,1,7,1,29.1,81,0,Low
C783,Jose Schultz,127,Verified,False,902.09,1,4,1,1242.4,52,0,Low
C1876,Robert Potter,2110,Verified,True,1775.45,1,5,1,135.36,75,0,Medium (Compliance)
C449,Courtney Gonzalez,1384,Verified,False,4375.18,1,10,1,93.68,2,0,Low
C2945,David Alvarez,1820,Verified,False,878.96,2,6,1,223.88,4,5,High (ATO Risk)
C5511,Angel Perry,2756,Failed,False,1547.94,2,11,1,301.73,107,5,Medium (Compliance)
C2361,Cheyenne Horton,2593,Verified,False,4692.38,1,8,1,82.28,106,0,Low
C726,David Douglas Jr.,2437,Verified,True,1268.8,1,9,2,226.56,119,0,Medium (Compliance)
C3595,Patricia Rodriguez,1743,Verified,False,9056.84,2,9,1,172.63,77,0,Low
C4477,Christopher Rubio,3282,Verified,False,2767.08,1,4,1,1740.05,68,0,Low
C103,Amber Wright,2231,Verified,False,2011.67,1,5,1,156.47,61,0,Low
C4896,Joyce Solis,1564,Pending,False,4900.01,2,15,2,271.84,89,0,Low
C3393,Victoria Larson,2840,Verified,False,2927.9,1,31,1,57.63,78,0,High (Network Risk)
C2564,Stephanie Salazar,593,Verified,False,2830.0,2,15,1,58.78,46,0,Low
C2136,Kathy Rivas,3431,Verified,False,2262.99,1,0,2,296.26,112,0,Low
C707,Stephanie Manning,277,Verified,False,2357.55,2,4,1,37.8,80,10,Low
C4388,David Wright,1884,Verified,False,960.36,1,8,1,244.71,68,0,Low
C2986,Pamela Boyd,897,Verified,False,5222.83,1,3,1,103.56,70,0,Low
C195,Denise Jones,2782,Verified,False,1499.41,2,2,1,372.74,57,1,Low
C2278,Devon Flores,1834,Verified,False,7318.41,1,5,2,7.89,42,0,Low
C323,Brenda Hall,2819,Verified,False,1075.43,1,9,1,1294.52,36,0,Low
C5254,Michelle Brown,1016,Verified,False,8814.77,10,12,1,12.5,112,0,Low
C3602,Joshua Perry,2859,Verified,False,1270.99,1,5,1,2183.07,97,0,Low
C648,Jason Stein,2770,Verified,False,5721.09,1,5,1,166.5,111,0,Low
C2716,Melissa Gates,3001,Verified,False,1818.37,2,3,1,320.92,93,1,Low
C5199,Jamie Smith,2407,Verified,False,3277.7,3,11,1,138.85,1,0,Low
C2406,Paul Castaneda,2881,Verified,False,1516.12,1,10,1,167.54,111,1,Low
C2520,Jennifer Adkins,1563,Verified,False,1248.63,2,15,1,35.53,46,0,Low
C498,Lindsey Walker,2287,Verified,False,1910.96,1,8,2,377.99,76,0,Low
C840,Jeffrey Johnson,2604,Verified,False,5197.9,1,2,1,289.32,31,0,Low
C5002,Michael Powell,2780,Verified,False,5195.07,2,5,5,280.73,31,1,High (Network Risk)
C2638,John Anderson,1682,Pending,False,4676.11,1,14,2,1401.44,96,0,Low
C2080,Alyssa Long,2616,Pending,False,3460.71,2,1,1,18.16,72,0,Low
C3862,Alyssa Day,160,Verified,False,21492.6,1,6,5,167.84,54,0,High (Network Risk)
C2427,Joel Williams,408,Verified,False,1212.94,1,9,5,15.93,71,0,High (Network Risk)
C4483,Daniel Murphy,2691,Verified,False,2422.67,1,36,1,856.13,86,5,High (Network Risk)
C1385,Jamie Walton,70,Verified,False,236.42,1,4,1,445.02,103,0,Low
C3930,Darlene Miller,2413,Verified,False,4148.27,1,6,1,104.19,78,0,Low
C2062,Joshua Cooke,2632,Verified,False,1136.78,2,28,1,562.96,74,1,Low
C1685,Matthew Harrington,1903,Verified,False,2634.06,2,4,1,314.22,82,0,Low
C5227,Nicole Herring,2065,Pending,True,1327.89,3,17,5,16.0,42,0,High (Network Risk)
C4809,Alex Hernandez,534,Verified,False,2333.94,1,10,1,397.59,3,0,Low
C1205,Michael Elliott,1186,Verified,False,3169.6,1,6,1,41.15,57,0,Low
C412,Michael Wang,1879,Verified,False,1356.57,2,10,1,188.14,30,1,Low
C5078,Lawrence Adkins,2988,Verified,False,3743.64,1,6,20,608.42,92,0,High (Network Risk)
C4967,Robert Oconnell,950,Verified,False,1794.56,1,44,2,159.69,54,0,High (Network Risk)
C816,Alexander Collins,3275,Verified,False,1435.92,1,1,2,134.58,88,0,Low
C403,Tina Sanders,3546,Verified,False,5215.17,2,5,1,1251.82,112,0,Low
C4801,Angela Vaughn,2107,Verified,False,3409.8,2,6,1,193.54,31,0,Low
C5378,Ashley Barton,1698,Failed,False,486.7,10,6,5,100.83,68,5,High (Network Risk)
C4270,Lindsay Martinez,2886,Verified,False,1982.86,2,17,5,13.83,55,0,High (Network Risk)
C2184,Dr. Hannah Patterson,2865,Verified,False,1033.14,2,5,1,154.03,58,0,Low
C4249,Jonathan Peterson,2248,Verified,False,10249.61,1,10,1,423.58,117,0,Low
C4564,Samantha Garcia,2086,Verified,False,1321.26,1,8,1,1396.84,32,0,Low
C1281,Madison Poole,2411,Verified,False,1469.41,1,14,1,14.22,80,0,Low
C3328,Jessica Gross,2995,Verified,False,2871.26,1,6,1,291.05,63,0,Low
C1035,Debra Morton,1396,Pending,False,4499.06,1,9,1,417.27,38,0,Low
C1495,Karen Graham,1694,Verified,False,1403.45,1,6,2,78.7,50,5,Low
C4966,Debra Christian,2025,Verified,False,3207.52,1,3,1,1789.19,44,1,Low
C2205,Angelica Keith,2107,Verified,False,3588.3,1,26,1,42.19,76,1,Low
C593,John Bishop,718,Verified,False,542.45,1,4,1,2317.18,48,0,Low
C1895,Allen Rosales,1762,Pending,False,4349.98,2,5,1,182.81,92,0,Low
C1279,Daniel Salinas,2593,Verified,False,1671.24,1,3,1,471.49,45,0,Low
C466,Spencer Haynes,3443,Verified,False,883.39,2,10,1,80.64,35,0,Low
C1995,Adam Vaughan,60,Verified,False,16216.82,10,5,1,14.86,95,0,Low
C2421,Nathan Freeman,470,Verified,False,1171.43,2,24,1,127.16,94,0,Low
C2111,Melissa Brewer,1563,Verified,False,5801.61,1,11,1,391.89,51,0,Low
C556,Ricky Davis II,1275,Verified,False,4379.66,2,5,1,65.87,32,0,Low
C1644,Elizabeth Perkins,3029,Verified,False,539.02,2,3,1,97.45,66,5,Low
C71,Joseph Coleman,2011,Verified,False,1316.83,2,6,5,168.08,91,0,High (Network Risk)
C3708,Erin Warner,1647,Verified,False,933.32,1,11,5,15.21,35,1,High (Network Risk)
C3265,David Martinez,327,Verified,False,6696.82,1,7,1,96.91,43,0,Low
C4364,Bryan Herrera,130,Verified,False,5970.27,1,6,1,203.38,83,0,Low
C2014,Cathy Robinson,3068,Verified,False,13180.27,1,3,2,67.06,61,0,Low
C2585,Dr. William Warren,2077,Verified,False,1049.38,2,44,2,954.2,110,1,High (Network Risk)
C282,Brian Lee,3181,Verified,False,28111.0,1,6,2,208.43,41,5,Low
C4743,Christopher Smith,1660,Verified,False,6898.27,2,2,1,6.06,96,0,Low
C2305,Denise Mccann,759,Verified,False,14111.19,2,3,1,68.91,79,0,Low
C189,Melissa Martinez,2221,Verified,False,3204.81,1,5,2,52.41,54,0,Low
C1535,Katherine Salas,3432,Verified,False,2105.04,1,35,1,41.07,101,1,High (Network Risk)
C4760,Julie Alexander,415,Verified,False,1201.74,1,6,1,1488.27,51,1,Low
C1980,Anthony Everett,2242,Verified,False,9686.3,1,5,1,378.59,80,0,Low
C3088,Rodney Morales,1057,Verified,False,2455.76,2,14,1,83.83,70,0,Low
C5271,Mark Brown,2164,Pending,False,2485.06,1,39,1,73.3,111,0,High (Network Risk)
C237,Justin Torres,1883,Verified,False,8533.3,1,12,1,92.11,39,1,Low
C4100,Bailey Duran DDS,1273,Verified,False,6300.43,1,8,1,61.76,32,0,Low
C4950,Courtney Mills,1123,Verified,False,2294.01,1,3,1,52.12,4,0,Low
C4002,Jeremy Dalton,2079,Verified,False,3239.31,1,4,1,316.85,62,0,Low
C2712,Elizabeth Oliver DDS,1995,Verified,False,3748.51,10,2,1,6.71,119,0,Low
C3037,Theresa Clark,942,Verified,False,3026.69,1,6,2,323.25,64,0,Low
C2685,Matthew Moore,1144,Verified,False,9118.93,1,5,1,15.07,72,0,Low
C3844,Benjamin Smith,127,Verified,False,4781.15,2,4,1,319.62,58,0,Low
C2314,Kirk Carter,1320,Verified,False,2084.85,1,9,1,734.36,78,0,Low
C3702,Michael Warner,2684,Verified,False,10258.18,1,4,1,31.11,67,1,Low
C5048,Michael Bradshaw,2968,Verified,False,1551.17,2,5,1,49.59,34,1,Low
C301,Lori Guerrero,3495,Verified,False,2585.69,1,5,5,640.65,81,0,High (Network Risk)
C4141,Jessica Stephens,2184,Verified,False,2273.79,1,7,1,92.76,71,0,Low
C2994,Susan Serrano,327,Verified,False,1935.38,3,9,1,45.95,47,0,Low
C4682,Christopher Parker,361,Verified,False,2100.51,1,2,1,50.09,70,0,Low
C1821,Laura Roberts,2175,Verified,False,7448.86,1,10,1,5567.82,48,0,Low
C5363,Michael Lyons,667,Verified,True,3071.12,10,9,1,70.49,36,0,Medium (Compliance)
C2544,Kathryn Snyder,934,Verified,False,15867.86,1,10,1,317.33,42,0,Low
C3678,Andrew Reynolds,1404,Verified,False,1738.65,1,8,1,393.91,100,0,Low
C1869,David Davis,1368,Verified,False,1599.1,2,9,1,1550.78,56,0,Low
C2021,Sara Johnston,2295,Verified,False,792.85,3,5,1,2691.63,73,0,Low
C4860,Yvonne Chambers,1030,Verified,False,789.73,2,10,2,8.83,88,0,Low
C1379,Andrew Avila,2281,Verified,False,1351.36,2,18,5,1309.21,85,5,High (Network Risk)
C794,Matthew Moon,248,Verified,False,1297.27,1,4,1,183.2,76,0,Low
C29,Kevin Walters,2860,Verified,False,1636.19,1,5,1,31.78,57,0,Low
C1224,Brandon Bailey MD,3601,Verified,False,3382.54,1,12,5,644.28,55,0,High (Network Risk)
C1656,Shannon Rivera,476,Verified,False,1292.45,1,4,1,38.35,69,0,Low
C875,Donna Landry,2095,Verified,False,15165.77,1,4,1,1034.53,116,1,Low
C1462,Krista Gibson,3120,Verified,False,2622.55,1,10,1,83.79,64,0,Low
C364,Frank Cordova,2053,Verified,False,6511.33,2,5,2,746.35,2,0,Low
C2496,Jose Travis,3263,Verified,False,1212.28,1,19,2,451.71,58,0,Low
C757,Kimberly Gutierrez,2109,Pending,False,1968.4,2,5,1,24.25,54,0,Low
C3752,Isaiah Avila,157,Verified,False,3938.34,1,3,1,17.92,87,0,Low
C1587,Olivia Harris,304,Failed,False,4415.3,1,7,1,191.12,34,0,Medium (Compliance)
C145,Tanya Kim,2686,Pending,False,7040.15,2,10,1,71.59,57,10,Low
C3125,Barbara Dudley,1444,Verified,False,792.78,1,9,2,400.86,51,10,Low
C2294,Cynthia Moore,3171,Verified,True,40279.3,1,11,1,104.53,41,0,Medium (Compliance)
C4127,Kristen Davis,3374,Verified,False,14416.96,1,4,1,40.35,73,1,Low
C2438,Susan Murray MD,698,Verified,False,3648.46,1,18,1,249.53,47,0,Low
C1015,Kathleen Moran,2010,Verified,False,4114.54,1,1,2,6.61,48,0,Low
C5350,Denise Davenport,2541,Pending,False,3618.33,1,3,1,20.24,86,0,Low
C3377,Mrs. Kristen Reyes,1453,Pending,False,1120.64,1,7,1,31.34,59,0,Low
C2730,Katie Suarez,3219,Verified,False,748.45,1,4,1,4.08,93,0,Low
C975,Desiree Tyler,777,Pending,False,928.54,2,5,2,255.81,118,0,Low
C4960,Timothy Romero,1049,Verified,False,818.3,1,3,1,41.19,69,0,Low
C4886,Diane Evans,904,Verified,False,15765.18,1,6,1,211.27,114,1,Low
C2094,Yvonne Burns,666,Verified,False,1796.66,2,10,1,454.59,55,0,Low
C3115,Joshua Reed,2937,Verified,False,8828.61,2,4,2,993.47,75,0,Low
C3410,Kimberly Gibson,3019,Verified,False,2298.32,1,3,1,491.3,73,0,Low
C3594,Colin Terry,2337,Verified,False,2589.01,1,5,2,13.42,105,0,Low
C1339,Cynthia Rowe,738,Verified,False,2311.63,1,17,1,38.32,56,0,Low
C5527,Patrick Thornton,1199,Pending,False,1643.41,1,17,1,10.95,55,0,Low
C440,Jasmin Alvarado,439,Verified,False,16857.96,1,5,5,37.48,1,0,High (Network Risk)
C257,Veronica Simpson,3277,Verified,False,3344.8,2,11,1,1337.44,97,0,Low
C1133,Jonathan Lawrence,1881,Verified,True,11903.32,1,7,2,232.09,112,0,Medium (Compliance)
C5289,Shelly Alexander,73,Verified,False,3700.22,1,20,1,660.0,110,5,Low
C248,Joyce Bowen,3386,Verified,False,12123.43,1,8,1,20.01,2,0,Low
C2434,Matthew Moore,2783,Verified,False,3230.16,1,6,2,108.93,104,0,Low
C704,Wayne Morgan,2396,Verified,False,2249.67,1,26,2,363.59,54,0,Low
C1997,Marie Christian,1935,Verified,False,676.31,1,3,2,32.73,86,0,Low
C2222,Shannon James,277,Verified,False,6187.7,1,9,1,106.08,97,0,Low
C4109,Nathan Malone,3265,Failed,False,13668.42,1,22,1,612.79,104,1,Medium (Compliance)
C1275,Amanda Jones,319,Verified,False,7974.66,1,12,1,666.2,53,5,Low
C3728,Tammie Bright,3196,Verified,False,1926.62,1,4,1,327.95,30,0,Low
C1475,Jessica Garcia,301,Verified,False,6554.24,1,3,1,139.91,109,0,Low
C135,Shelia Wallace,1165,Pending,False,1022.55,2,2,2,174.98,64,0,Low
C1310,Stephanie Williams,3649,Verified,False,1074.18,1,24,1,27.79,97,0,Low
C3914,Elaine Brooks,127,Verified,False,1479.88,1,2,1,2485.88,99,0,Low
C1693,Joseph Knight,1539,Verified,False,1500.7,1,13,2,21.53,88,0,Low
C851,Carolyn Miller,3182,Verified,False,5334.72,2,2,1,1036.32,66,0,Low
C3953,Lisa Allen,13,Verified,False,6772.08,1,57,2,8.26,39,0,High (Network Risk)
C3804,Briana Murray,3017,Verified,False,1965.24,1,2,1,98.53,46,0,Low
C5455,David Smith,1055,Verified,False,14572.82,2,7,2,261.29,87,10,Low
C4861,Stephanie Byrd,584,Verified,False,1781.67,2,19,1,49.64,99,0,Low
C914,Jeremy Reed,3521,Verified,False,9557.67,2,4,1,15.55,74,0,Low
C4028,Margaret Coleman,1946,Verified,False,2061.33,1,11,1,43.03,84,0,Low
C3372,Ryan Gonzalez,1860,Verified,False,3013.69,10,5,1,101.88,69,5,Low
C3059,John Young,1370,Verified,False,3188.62,1,10,1,190.34,77,0,Low
C4039,Laura Haney,3251,Verified,False,6881.5,2,17,1,123.52,113,0,Low
C4936,William Barrett,2654,Verified,False,2434.89,1,5,1,178.72,60,0,Low
C2666,Keith Jennings,2614,Verified,False,555.7,2,24,1,244.3,110,0,Low
C3321,Amber Obrien,3176,Failed,False,6422.99,2,9,1,405.24,38,10,Medium (Compliance)
C5173,Tanner Mitchell DDS,1278,Verified,False,2959.63,2,58,1,74.16,1,0,High (Network Risk)
C5503,Heather Fields,2280,Failed,False,16991.4,1,3,1,246.82,107,0,Medium (Compliance)
C4415,Megan Le,384,Verified,False,816.3,1,4,1,25.41,77,0,Low
C4959,Sara Fuller,3466,Verified,False,2421.55,1,6,1,13.25,48,0,Low
C853,Maria Parker,1410,Verified,False,594.64,1,2,1,73.74,32,5,Low
C2624,Kevin Oconnor,189,Verified,False,3297.56,2,15,1,15641.15,2,0,Low
C1407,Edward Burgess,944,Verified,False,3302.03,1,6,1,145.43,4,0,Low
C2250,Carlos Ryan,1450,Verified,False,12112.12,1,2,2,523.35,56,0,Low
C5267,Kiara Mcintyre,230,Pending,False,4836.9,1,3,1,879.66,119,0,Low
C356,Dawn Summers,1274,Verified,False,1791.5,2,3,1,93.0,50,0,Low
C2100,Dr. Paul Morgan,1761,Verified,False,3255.87,1,15,1,1378.3,108,0,Low
C3954,Victor Taylor,929,Verified,False,7952.91,1,10,1,311.85,70,0,Low
